critical_temp,index
54.150000000000006,0
83.45,1
47.75,2
73.39999999999999,3
3.3560000000000003,4
99.5,5
84.0,6
4.55,7
21.375,8
47.050000000000004,9
31.5,10
25.233333333333334,11
3.415,12
33.31333333333333,13
19.676923076923078,14
14.45,15
13.8,16
91.05,17
115.0,18
11.285,19
7.666666666666667,20
106.675,21
3.4333333333333336,22
14.566666666666668,23
0.7455,24
0.11349999999999996,25
0.1475,26
3.465,27
4.956666666666667,28
10.294285714285715,29
0.955,30
6.455,31
85.64639344262294,32
1.9666666666666668,33
91.5,34
1.67,35
38.185,36
5.725,37
20.7,38
0.37666666666666665,39
26.233333333333334,40
3.59,41
7.198499999999999,42
39.442857142857136,43
2.425,44
62.0,45
22.4,46
60.25,47
89.4,48
31.485,49
0.7175,50
27.03333333333333,51
76.5,52
0.1815,53
37.0,54
64.0,55
75.55555555555556,56
88.36666666666667,57
18.933333333333334,58
2.283333333333333,59
17.225,60
106.35,61
29.9,62
2.8545,63
97.25,64
80.8,65
13.875,66
28.85,67
21.8,68
7.033333333333334,69
21.0,70
29.634999999999998,71
87.025,72
14.9,73
62.0,74
3.766666666666667,75
37.75,76
6.657500000000001,77
49.8,78
2.533333333333333,79
3.1399999999999997,80
6.605,81
5.23,82
9.600000000000001,83
5.876666666666666,84
97.16666666666667,85
18.3,86
2.4,87
26.76,88
3.025,89
6.3,90
0.10666666666666667,91
34.45,92
6.234999999999999,93
3.373333333333333,94
60.25,95
11.135,96
2.966666666666667,97
71.33333333333333,98
88.485,99
29.03333333333333,100
94.0,101
89.63333333333333,102
4.3500000000000005,103
88.23333333333333,104
5.426666666666667,105
70.03333333333333,106
3.35,107
29.634999999999998,108
10.25,109
134.0,110
134.0,111
60.95,112
10.95,113
9.55,114
35.006129032258066,115
1.8866666666666667,116
11.25,117
17.9,118
12.66,119
92.0,120
11.306000000000001,121
3.8000000000000003,122
12.399999999999999,123
3.47,124
33.8,125
8.9,126
97.05,127
16.15,128
91.33333333333333,129
15.680000000000001,130
0.8600000000000001,131
10.65,132
55.9,133
2.105,134
50.5,135
0.15100000000000002,136
2.006666666666667,137
15.4,138
83.88,139
88.25,140
65.0,141
14.13,142
51.400000000000006,143
37.550000000000004,144
72.5,145
5.265,146
83.5,147
83.33333333333333,148
3.31,149
19.5,150
61.25,151
4.4,152
27.25,153
82.97999999999999,154
0.747,155
6.416666666666667,156
8.83,157
3.1390000000000002,158
22.566666666666663,159
3.89,160
4.20755,161
48.0,162
30.6,163
17.0,164
91.1,165
39.75,166
4.475,167
23.3,168
8.168000000000001,169
107.73333333333333,170
80.33333333333333,171
7.0,172
85.64639344262294,173
66.45,174
8.83,175
19.675,176
86.55,177
7.506666666666667,178
3.575,179
76.33333333333333,180
15.041249999999998,181
8.85,182
34.45,183
4.4985,184
8.045833333333334,185
36.5,186
21.21764705882353,187
3.85,188
46.56666666666666,189
3.5700000000000003,190
3.5625,191
91.0,192
17.8,193
3.38,194
5.35,195
86.15,196
19.5,197
11.375,198
32.35,199
3.045,200
5.383333333333333,201
0.042899999999999994,202
6.433333333333334,203
91.25,204
18.0,205
15.05,206
108.0,207
14.55,208
9.6,209
27.875,210
105.5,211
14.13,212
8.066666666666666,213
58.45,214
69.5,215
4.66,216
48.75,217
21.0,218
3.0999999999999996,219
1.2959375,220
70.15714285714286,221
58.8,222
1.5699999999999998,223
4.883333333333334,224
61.0,225
44.75,226
0.747,227
3.5,228
3.59,229
3.15,230
13.611666666666665,231
72.9,232
31.9,233
83.3,234
21.666666666666668,235
37.0,236
78.81823529411764,237
19.033333333333335,238
96.7,239
37.349999999999994,240
12.0,241
93.1,242
8.25,243
64.5,244
85.56666666666666,245
90.0,246
74.475,247
5.6000000000000005,248
3.0399999999999996,249
109.5,250
5.896666666666666,251
73.39999999999999,252
19.5,253
9.210666666666667,254
35.25,255
0.057,256
91.175,257
88.23333333333333,258
90.0125,259
25.75,260
14.666666666666666,261
68.85,262
2.7,263
2.105,264
2.42,265
2.9333333333333336,266
3.73,267
56.0,268
79.75,269
59.25,270
84.49612903225808,271
7.031666666666666,272
31.5,273
80.0,274
1.9303333333333335,275
1.4500000000000002,276
20.066666666666666,277
1.86,278
47.787499999999994,279
1.845,280
11.333333333333334,281
111.83333333333333,282
24.5,283
91.1,284
65.55,285
91.1,286
0.7400000000000001,287
25.4,288
7.91,289
78.87333333333332,290
28.15,291
26.209090909090904,292
25.25,293
19.266666666666666,294
54.5,295
5.1259999999999994,296
60.0,297
1.525,298
74.55,299
10.294285714285715,300
9.5,301
73.25,302
18.866666666666667,303
75.43318181818182,304
100.5,305
11.25,306
35.9,307
87.5,308
31.356666666666666,309
2.3433333333333333,310
2.2346666666666666,311
1.8800000000000001,312
0.7333333333333334,313
32.56666666666667,314
4.133333333333334,315
34.733333333333334,316
38.35,317
13.55,318
93.1,319
5.52,320
11.25,321
6.293333333333334,322
6.74,323
88.23333333333333,324
0.695,325
19.25,326
91.2,327
6.45,328
9.295,329
86.0,330
69.66666666666667,331
9.25,332
73.15,333
5.199999999999999,334
4.986666666666667,335
2.94,336
9.188333333333333,337
0.17500000000000002,338
124.06666666666666,339
4.640000000000001,340
28.0,341
81.89999999999999,342
2.92,343
3.373333333333333,344
2.2133333333333334,345
85.64639344262294,346
116.1,347
9.210666666666667,348
37.15625,349
4.20755,350
121.5,351
1.8333333333333333,352
0.019200000000000002,353
5.575,354
23.35,355
2.873333333333333,356
3.59,357
2.5100000000000002,358
17.0,359
12.45,360
1.82,361
20.200000000000003,362
25.7,363
35.335,364
17.25,365
4.54,366
60.0,367
2.25,368
22.95,369
0.189,370
73.10000000000001,371
6.66,372
18.333333333333332,373
3.51,374
48.5,375
64.0,376
16.0,377
110.46666666666665,378
2.875,379
92.14,380
49.8,381
0.6166666666666667,382
4.975,383
74.5,384
7.198499999999999,385
89.2,386
8.5,387
92.5,388
4.14,389
1.71,390
3.9499999999999997,391
11.1,392
8.433333333333334,393
18.75,394
120.75,395
0.435,396
3.465,397
36.5,398
1.42,399
8.9,400
78.81823529411764,401
5.725,402
60.0,403
32.97625,404
23.1,405
6.005000000000001,406
65.0,407
17.25,408
30.599999999999998,409
1.3033333333333335,410
86.0,411
18.200000000000003,412
85.64639344262294,413
36.175,414
96.0,415
90.0,416
0.36,417
3.1233333333333335,418
5.503333333333334,419
71.875,420
42.68,421
92.14,422
4.333333333333333,423
76.5,424
21.9,425
86.85,426
31.133333333333336,427
75.2,428
30.566666666666666,429
2.20042,430
68.26666666666667,431
84.34714285714286,432
9.683333333333334,433
67.5,434
10.294285714285715,435
86.86666666666667,436
18.833333333333332,437
0.8140000000000001,438
5.4,439
3.45,440
88.2,441
25.766666666666666,442
5.553333333333334,443
27.633333333333336,444
111.0,445
20.25,446
20.666666666666668,447
60.95,448
0.5033333333333333,449
84.93333333333334,450
93.19999999999999,451
14.633333333333333,452
28.15,453
4.157400000000001,454
17.0,455
38.9,456
0.46499999999999997,457
76.35,458
12.516666666666666,459
19.675,460
40.03333333333333,461
51.0,462
1.525,463
90.65,464
7.300000000000001,465
3.59,466
96.58333333333333,467
78.6,468
12.333333333333334,469
72.975,470
2.64,471
83.0,472
20.299999999999997,473
2.3449999999999998,474
0.625,475
88.975,476
3.08,477
82.15,478
9.066666666666666,479
79.39999999999999,480
65.0,481
37.800000000000004,482
23.52,483
2.3333333333333335,484
2.283333333333333,485
9.4,486
16.866666666666664,487
134.125,488
45.45,489
37.0,490
4.443333333333333,491
27.400000000000002,492
27.96666666666667,493
77.8,494
68.0,495
66.25,496
9.15,497
8.933333333333334,498
8.1425,499
89.63333333333333,500
10.285,501
35.5,502
0.88,503
8.5,504
18.5,505
2.08,506
13.466666666666669,507
20.5,508
9.4,509
2.2346666666666666,510
78.81823529411764,511
91.1,512
57.0,513
109.95,514
10.940000000000001,515
91.95,516
79.0,517
3.6733333333333333,518
11.233333333333334,519
9.29,520
15.0,521
109.0,522
10.799999999999999,523
3.3899999999999997,524
87.575,525
88.0,526
1.4049999999999998,527
0.8233333333333334,528
14.666666666666666,529
35.006129032258066,530
4.425,531
64.18333333333334,532
19.266666666666666,533
18.866666666666667,534
5.0,535
1.2959375,536
15.006666666666666,537
90.8,538
1.53,539
7.033333333333334,540
104.02000000000001,541
3.255,542
91.53333333333335,543
1.43,544
84.0,545
3.6,546
5.73,547
4.125,548
3.75,549
32.998000000000005,550
83.0,551
71.66666666666667,552
68.63333333333333,553
3.3366666666666664,554
0.1975,555
7.9,556
12.15,557
0.32,558
88.85,559
21.05,560
1.635,561
70.15714285714286,562
56.0,563
10.6425,564
15.041249999999998,565
0.11549999999999995,566
68.33333333333333,567
4.783333333333333,568
98.66666666666667,569
66.0,570
27.65,571
18.5,572
18.200000000000003,573
6.75,574
8.203333333333333,575
61.0,576
12.75,577
85.4,578
0.43,579
35.006129032258066,580
6.657500000000001,581
7.495,582
20.066666666666666,583
77.80000000000001,584
80.65,585
3.04,586
51.8,587
63.4,588
9.975,589
6.542,590
93.013125,591
25.4,592
14.1,593
81.695,594
41.71666666666667,595
9.3,596
15.493333333333334,597
130.0,598
1.7433333333333334,599
1.1749999999999998,600
87.025,601
75.55555555555556,602
9.15,603
14.475000000000001,604
72.35,605
4.216666666666668,606
21.3,607
18.5,608
7.395,609
1.3599999999999999,610
3.045,611
33.75,612
28.099999999999998,613
3.043333333333333,614
10.05,615
8.203333333333333,616
9.469999999999999,617
22.566666666666663,618
14.516666666666666,619
5.575,620
4.725,621
3.5225,622
119.54285714285713,623
19.676923076923078,624
3.5549999999999997,625
0.73,626
82.5,627
90.83333333333333,628
90.34999999999998,629
43.624,630
95.07499999999999,631
37.1,632
59.32833333333334,633
84.49612903225808,634
2.2600000000000002,635
1.5666666666666667,636
1.1,637
43.0,638
21.433333333333334,639
4.7,640
49.5,641
17.1,642
114.35,643
8.168000000000001,644
5.75,645
75.46666666666665,646
5.845000000000001,647
39.266666666666666,648
1.31,649
24.5,650
2.6833333333333336,651
57.73333333333333,652
85.64639344262294,653
6.109999999999999,654
2.4749999999999996,655
3.31,656
4.536666666666666,657
10.899999999999999,658
78.81823529411764,659
134.125,660
1.845,661
21.45,662
45.45,663
75.5,664
78.81823529411764,665
43.624,666
12.706666666666669,667
5.1259999999999994,668
61.475,669
7.875,670
0.33999999999999997,671
96.0,672
36.5,673
12.410000000000002,674
82.5,675
31.7,676
62.05,677
23.466666666666665,678
30.733333333333334,679
19.333333333333332,680
7.904999999999999,681
92.65,682
4.833333333333333,683
38.0,684
4.2,685
4.755,686
78.5,687
91.5,688
71.16666666666667,689
9.210666666666667,690
54.150000000000006,691
5.876666666666666,692
32.5,693
28.85,694
66.0,695
59.0,696
30.975,697
76.50750000000001,698
21.0,699
26.450000000000003,700
9.776666666666667,701
89.75,702
92.0,703
91.11428571428573,704
28.0,705
34.025,706
32.97625,707
80.94999999999999,708
40.4,709
1.4876666666666667,710
85.73333333333333,711
43.624,712
3.815,713
3.48,714
6.293333333333334,715
80.95,716
1.5566666666666666,717
17.0,718
0.075,719
49.025,720
78.60892857142858,721
3.266666666666667,722
55.0,723
16.15,724
39.0,725
2.154,726
18.98,727
49.46666666666667,728
88.23333333333333,729
13.85,730
36.2,731
40.266666666666666,732
9.200000000000001,733
72.36666666666666,734
17.599999999999998,735
18.0,736
3.8375,737
74.75,738
78.5,739
1.9849999999999999,740
84.75,741
3.7266666666666666,742
92.14,743
103.25,744
7.3,745
76.6,746
7.198499999999999,747
71.75,748
34.025,749
30.6,750
74.25,751
8.5,752
4.15,753
90.76666666666667,754
88.41666666666667,755
16.05,756
1.45,757
29.634999999999998,758
107.73333333333333,759
80.36666666666667,760
0.5700000000000001,761
7.375555555555555,762
28.05,763
12.133333333333333,764
0.5033333333333333,765
60.95,766
0.5033333333333333,767
0.39666666666666667,768
20.35,769
0.455,770
7.513333333333333,771
62.25,772
43.25,773
17.0,774
95.07499999999999,775
35.88333333333333,776
32.97625,777
35.006129032258066,778
55.366666666666674,779
25.5,780
36.75,781
30.0,782
77.35,783
81.9,784
14.94,785
118.396,786
90.815,787
41.71666666666667,788
9.188333333333333,789
76.33333333333333,790
131.65,791
3.5,792
0.8233333333333334,793
87.5,794
3.5199999999999996,795
39.86666666666667,796
4.825,797
1.89,798
2.316666666666667,799
42.5,800
1.6633333333333333,801
50.575,802
8.76,803
94.35,804
54.43333333333334,805
10.5,806
75.43318181818182,807
48.85,808
44.25,809
4.5,810
0.7400000000000001,811
5.800000000000001,812
7.673333333333335,813
93.72166666666665,814
1.8866666666666667,815
23.4,816
11.0,817
66.47,818
72.03333333333335,819
19.75,820
19.0,821
66.33333333333333,822
65.0,823
42.333333333333336,824
29.5,825
4.234999999999999,826
5.75,827
9.7,828
84.82727272727271,829
4.34,830
29.85,831
26.8,832
2.4233333333333333,833
10.95,834
48.85,835
16.400000000000002,836
17.0,837
72.95,838
6.773333333333333,839
58.526666666666664,840
5.9,841
8.933333333333334,842
7.375555555555555,843
19.675,844
3.3099999999999996,845
14.26,846
22.95,847
4.28,848
1.83,849
85.93333333333334,850
2.4233333333333333,851
14.55,852
84.49612903225808,853
18.0,854
43.65,855
32.6,856
11.033333333333333,857
2.7800000000000002,858
81.0,859
6.025,860
3.12,861
94.0,862
13.1,863
134.0,864
1.9303333333333335,865
74.475,866
27.96666666666667,867
11.0,868
2.2800000000000002,869
35.36714285714286,870
69.1,871
9.4,872
71.66666666666667,873
14.866666666666667,874
24.5,875
83.23666666666666,876
89.0,877
84.0,878
3.35,879
7.4174999999999995,880
1.7000000000000002,881
78.81823529411764,882
94.1,883
4.675,884
0.505,885
7.85,886
106.43333333333334,887
15.0,888
76.2,889
76.33333333333333,890
15.8,891
37.5,892
42.4125,893
65.26666666666667,894
18.5,895
27.01538461538462,896
0.8933333333333332,897
35.1,898
7.733333333333333,899
75.2,900
11.975,901
14.475000000000001,902
134.0,903
3.04,904
0.5033333333333333,905
43.133333333333326,906
20.400000000000002,907
83.75,908
76.5,909
80.5,910
20.766666666666666,911
5.055,912
71.33333333333333,913
130.0,914
1.025,915
76.8,916
131.65,917
15.633333333333333,918
122.10999999999999,919
28.75,920
16.137500000000003,921
75.5,922
35.006129032258066,923
3.3033333333333332,924
4.15,925
29.3,926
65.0,927
42.666666666666664,928
10.379999999999999,929
40.333333333333336,930
7.05,931
83.0,932
1.7433333333333334,933
1.1,934
28.0,935
7.669999999999999,936
58.379999999999995,937
5.44,938
28.85,939
91.02499999999999,940
1.825,941
21.0,942
4.883333333333334,943
1.4433333333333334,944
83.85,945
2.33,946
34.45,947
74.0,948
40.266666666666666,949
67.2,950
91.425,951
9.6,952
3.6966666666666668,953
91.88499999999999,954
44.25,955
61.0,956
2.8049999999999997,957
10.379999999999999,958
3.96,959
2.2800000000000002,960
60.25,961
4.413333333333333,962
91.4,963
50.5,964
3.2466666666666666,965
47.666666666666664,966
65.6,967
92.43333333333334,968
92.14,969
0.1475,970
76.0,971
81.16666666666667,972
71.75,973
13.05,974
78.86666666666667,975
3.025,976
74.44333333333333,977
40.0,978
75.43318181818182,979
5.845000000000001,980
83.66666666666667,981
31.85,982
86.0,983
31.3875,984
16.966666666666665,985
7.88,986
2.7000000000000006,987
0.8600000000000001,988
60.193749999999994,989
107.73333333333333,990
61.333333333333336,991
39.266666666666666,992
7.915,993
22.8,994
90.36535714285712,995
2.245,996
25.0,997
30.0,998
88.7,999
0.14349999999999996,1000
3.5,1001
48.3,1002
92.5,1003
92.10000000000001,1004
0.5299999999999999,1005
84.82727272727271,1006
0.975,1007
3.3560000000000003,1008
2.589,1009
6.49,1010
17.15,1011
49.46666666666667,1012
82.7,1013
33.45,1014
1.515,1015
32.6,1016
60.193749999999994,1017
13.600000000000001,1018
2.5933333333333333,1019
1.36,1020
34.675,1021
65.05,1022
36.333333333333336,1023
35.0,1024
31.899999999999995,1025
109.95,1026
91.825,1027
3.31,1028
35.9,1029
10.433333333333334,1030
11.25,1031
2.2066666666666666,1032
1.06,1033
71.28750000000001,1034
68.0,1035
88.7,1036
3.6582000000000003,1037
82.15,1038
9.15,1039
1.4433333333333334,1040
1.6766666666666665,1041
17.5,1042
8.9,1043
8.735,1044
78.5,1045
0.66,1046
0.06,1047
44.0,1048
7.466666666666666,1049
92.34599999999999,1050
79.1,1051
4.313333333333333,1052
15.95,1053
60.3,1054
43.133333333333326,1055
39.0,1056
120.75,1057
2.0633333333333335,1058
5.425,1059
66.2,1060
4.5128571428571425,1061
30.0,1062
8.520000000000001,1063
6.3525,1064
3.966666666666667,1065
57.0,1066
55.0,1067
84.0,1068
3.95,1069
11.25,1070
66.0,1071
12.566666666666668,1072
31.5,1073
9.027272727272727,1074
122.35000000000001,1075
30.03333333333333,1076
19.933333333333334,1077
62.650000000000006,1078
116.1,1079
3.373333333333333,1080
33.666666666666664,1081
0.7046666666666667,1082
3.1390000000000002,1083
51.0,1084
4.633333333333333,1085
3.588333333333333,1086
94.275,1087
5.5925,1088
39.2,1089
26.2,1090
9.6,1091
38.25,1092
1.4049999999999998,1093
6.725,1094
0.8933333333333332,1095
4.0,1096
30.5,1097
11.033333333333333,1098
125.53333333333335,1099
90.0125,1100
92.61666666666667,1101
31.5,1102
79.39999999999999,1103
1.42,1104
2.9,1105
50.575,1106
0.5766666666666667,1107
82.35,1108
6.416666666666667,1109
25.8,1110
15.783333333333333,1111
9.1,1112
30.0,1113
9.475,1114
122.35000000000001,1115
28.435,1116
6.385,1117
13.433333333333332,1118
2.835,1119
5.265,1120
2.9683333333333337,1121
0.747,1122
20.666666666666668,1123
6.09,1124
32.35,1125
6.465,1126
8.233333333333333,1127
76.4,1128
37.75,1129
86.9,1130
14.133333333333333,1131
5.575,1132
50.55,1133
6.983333333333334,1134
26.8,1135
8.75,1136
86.56666666666666,1137
